=== Tenant Migration Log Started: 2026-01-18T04:47:10.563795300 ===
[04:47:10] [4] [brands] 44 -> 44 [OK]
[04:47:10] [4] [brands] 45 -> 45 [OK]
[04:47:10] [4] [brands] 46 -> 46 [OK]
[04:47:10] [4] [brands] 47 -> 47 [OK]
[04:47:10] [4] [brands] 48 -> 48 [OK]
[04:47:10] [4] [brands] 49 -> 49 [OK]
[04:47:10] [4] [brands] 5 -> 5 [OK]
[04:47:10] [4] [brands] 50 -> 50 [OK]
[04:47:10] [4] [brands] 51 -> 51 [OK]
[04:47:10] [4] [brands] 52 -> 52 [OK]
[04:47:10] [4] [brands] 53 -> 53 [OK]
[04:47:10] [4] [brands] 54 -> 54 [OK]
[04:47:10] [4] [brands] 6 -> 6 [OK]
[04:47:10] [4] [brands] 7 -> 7 [OK]
[04:47:10] [4] [brands] 7_1768700318089 -> 7_1768700318089 [OK]
[04:47:10] [4] [brands] 8 -> 8 [OK]
[04:47:10] [4] [brands] 9 -> 9 [OK]
[04:47:10] [4] [brands] 98 -> 98 [OK]
[04:47:10] [4] [brands] 98_1768669988460 -> 98_1768669988460 [OK]
[04:47:10] [4] [brands] Pelican.png -> Pelican.png [OK]
[04:47:10] [4] [categories] 1 -> 1 [OK]
[04:47:10] [4] [categories] 10 -> 10 [OK]
[04:47:10] [4] [categories] 10_1768669988493 -> 10_1768669988493 [OK]
[04:47:10] [4] [categories] 11 -> 11 [OK]
[04:47:10] [4] [categories] 11_1768669988496 -> 11_1768669988496 [OK]
[04:47:10] [4] [categories] 12 -> 12 [OK]
[04:47:10] [4] [categories] 12_1768669988499 -> 12_1768669988499 [OK]
[04:47:10] [4] [categories] 13 -> 13 [OK]
[04:47:10] [4] [categories] 13_1768669988502 -> 13_1768669988502 [OK]
[04:47:10] [4] [categories] 14 -> 14 [OK]
[04:47:10] [4] [categories] 14_1768669988505 -> 14_1768669988505 [OK]
[04:47:10] [4] [categories] 15 -> 15 [OK]
[04:47:10] [4] [categories] 15_1768669988509 -> 15_1768669988509 [OK]
[04:47:10] [4] [categories] 16 -> 16 [OK]
[04:47:10] [4] [categories] 16_1768669988513 -> 16_1768669988513 [OK]
[04:47:10] [4] [categories] 17 -> 17 [OK]
[04:47:10] [4] [categories] 17_1768669988516 -> 17_1768669988516 [OK]
[04:47:10] [4] [categories] 18 -> 18 [OK]
[04:47:10] [4] [categories] 18_1768669988521 -> 18_1768669988521 [OK]
[04:47:10] [4] [categories] 19 -> 19 [OK]
[04:47:10] [4] [categories] 19_1768669988527 -> 19_1768669988527 [OK]
[04:47:10] [4] [categories] 1_1768669988489 -> 1_1768669988489 [OK]
[04:47:10] [4] [categories] 2 -> 2 [OK]
[04:47:10] [4] [categories] 20 -> 20 [OK]
[04:47:10] [4] [categories] 20_1768669988533 -> 20_1768669988533 [OK]
[04:47:10] [4] [categories] 21 -> 21 [OK]
[04:47:10] [4] [categories] 21_1768669988536 -> 21_1768669988536 [OK]
[04:47:10] [4] [categories] 22 -> 22 [OK]
[04:47:10] [4] [categories] 22_1768669988541 -> 22_1768669988541 [OK]
[04:47:10] [4] [categories] 23 -> 23 [OK]
[04:47:10] [4] [categories] 23_1768669988547 -> 23_1768669988547 [OK]
[04:47:10] [4] [categories] 24 -> 24 [OK]
[04:47:10] [4] [categories] 24_1768669988550 -> 24_1768669988550 [OK]
[04:47:10] [4] [categories] 25 -> 25 [OK]
[04:47:10] [4] [categories] 25_1768669988554 -> 25_1768669988554 [OK]
[04:47:10] [4] [categories] 26 -> 26 [OK]
[04:47:10] [4] [categories] 26_1768669988559 -> 26_1768669988559 [OK]
[04:47:10] [4] [categories] 27 -> 27 [OK]
[04:47:10] [4] [categories] 27_1768669988563 -> 27_1768669988563 [OK]
[04:47:10] [4] [categories] 28 -> 28 [OK]
[04:47:10] [4] [categories] 28_1768669988565 -> 28_1768669988565 [OK]
[04:47:10] [4] [categories] 29 -> 29 [OK]
[04:47:10] [4] [categories] 29_1768669988569 -> 29_1768669988569 [OK]
[04:47:10] [4] [categories] 2_1768669988530 -> 2_1768669988530 [OK]
[04:47:10] [4] [categories] 3 -> 3 [OK]
[04:47:10] [4] [categories] 30 -> 30 [OK]
[04:47:10] [4] [categories] 30_1768669988575 -> 30_1768669988575 [OK]
[04:47:10] [4] [categories] 31 -> 31 [OK]
[04:47:10] [4] [categories] 31_1768669988578 -> 31_1768669988578 [OK]
[04:47:10] [4] [categories] 3_1768669988572 -> 3_1768669988572 [OK]
[04:47:10] [4] [categories] 5 -> 5 [OK]
[04:47:10] [4] [categories] 5_1768669988580 -> 5_1768669988580 [OK]
[04:47:10] [4] [categories] 6 -> 6 [OK]
[04:47:10] [4] [categories] 6_1768669988584 -> 6_1768669988584 [OK]
[04:47:10] [4] [categories] 8 -> 8 [OK]
[04:47:10] [4] [categories] 8_1768669988586 -> 8_1768669988586 [OK]
[04:47:10] [4] [categories] 9 -> 9 [OK]
[04:47:10] [4] [categories] 9_1768669988589 -> 9_1768669988589 [OK]
[04:47:10] [4] [customers] 10 -> 10 [OK]
[04:47:10] [4] [customers] 10_1768669988593 -> 10_1768669988593 [OK]
[04:47:10] [4] [customers] 18 -> 18 [OK]
[04:47:10] [4] [customers] 18_1768669988595 -> 18_1768669988595 [OK]
[04:47:10] [4] [customers] 7 -> 7 [OK]
[04:47:10] [4] [customers] 7_1768669988598 -> 7_1768669988598 [OK]
[04:47:10] [4] [customers] 87 -> 87 [OK]
[04:47:10] [4] [customers] 87_1768669988600 -> 87_1768669988600 [OK]
[04:47:10] [4] [customers] 88 -> 88 [OK]
[04:47:10] [4] [customers] 88_1768669988604 -> 88_1768669988604 [OK]
[04:47:10] [4] [products] 1 -> 1 [OK]
[04:47:10] [4] [products] 10 -> 10 [OK]
[04:47:10] [4] [products] 100 -> 100 [OK]
[04:47:11] [4] [products] 100_1768669988615 -> 100_1768669988615 [OK]
[04:47:11] [4] [products] 101 -> 101 [OK]
[04:47:11] [4] [products] 101_1768669988619 -> 101_1768669988619 [OK]
[04:47:11] [4] [products] 102 -> 102 [OK]
[04:47:11] [4] [products] 102_1768669988622 -> 102_1768669988622 [OK]
[04:47:11] [4] [products] 103 -> 103 [OK]
[04:47:11] [4] [products] 103_1768669988625 -> 103_1768669988625 [OK]
[04:47:11] [4] [products] 104 -> 104 [OK]
[04:47:11] [4] [products] 104_1768669988636 -> 104_1768669988636 [OK]
[04:47:11] [4] [products] 105 -> 105 [OK]
[04:47:11] [4] [products] 105_1768669988640 -> 105_1768669988640 [OK]
[04:47:11] [4] [products] 106 -> 106 [OK]
[04:47:11] [4] [products] 106_1768669988643 -> 106_1768669988643 [OK]
[04:47:11] [4] [products] 10_1768669988612 -> 10_1768669988612 [OK]
[04:47:11] [4] [products] 11 -> 11 [OK]
[04:47:11] [4] [products] 11_1768669988645 -> 11_1768669988645 [OK]
[04:47:11] [4] [products] 12 -> 12 [OK]
[04:47:11] [4] [products] 12_1768669988650 -> 12_1768669988650 [OK]
[04:47:11] [4] [products] 14 -> 14 [OK]
[04:47:11] [4] [products] 14_1768669988654 -> 14_1768669988654 [OK]
[04:47:11] [4] [products] 15 -> 15 [OK]
[04:47:11] [4] [products] 15_1768669988656 -> 15_1768669988656 [OK]
[04:47:11] [4] [products] 16 -> 16 [OK]
[04:47:11] [4] [products] 16_1768669988659 -> 16_1768669988659 [OK]
[04:47:11] [4] [products] 17 -> 17 [OK]
[04:47:11] [4] [products] 17_1768669988663 -> 17_1768669988663 [OK]
[04:47:11] [4] [products] 18 -> 18 [OK]
[04:47:11] [4] [products] 18_1768669988667 -> 18_1768669988667 [OK]
[04:47:11] [4] [products] 19 -> 19 [OK]
[04:47:11] [4] [products] 19_1768669988671 -> 19_1768669988671 [OK]
[04:47:11] [4] [products] 1_1768669988608 -> 1_1768669988608 [OK]
[04:47:11] [4] [products] 2 -> 2 [OK]
[04:47:11] [4] [products] 20 -> 20 [OK]
[04:47:11] [4] [products] 20_1768669988679 -> 20_1768669988679 [OK]
[04:47:11] [4] [products] 21 -> 21 [OK]
[04:47:11] [4] [products] 21_1768669988682 -> 21_1768669988682 [OK]
[04:47:11] [4] [products] 22 -> 22 [OK]
[04:47:11] [4] [products] 22_1768669988685 -> 22_1768669988685 [OK]
[04:47:11] [4] [products] 23 -> 23 [OK]
[04:47:11] [4] [products] 23_1768669988689 -> 23_1768669988689 [OK]
[04:47:11] [4] [products] 24 -> 24 [OK]
[04:47:11] [4] [products] 24_1768669988693 -> 24_1768669988693 [OK]
[04:47:11] [4] [products] 25 -> 25 [OK]
[04:47:11] [4] [products] 25_1768669988697 -> 25_1768669988697 [OK]
[04:47:11] [4] [products] 26 -> 26 [OK]
[04:47:11] [4] [products] 26_1768669988701 -> 26_1768669988701 [OK]
[04:47:11] [4] [products] 27 -> 27 [OK]
[04:47:11] [4] [products] 27_1768669988704 -> 27_1768669988704 [OK]
[04:47:11] [4] [products] 28 -> 28 [OK]
[04:47:11] [4] [products] 28_1768669988708 -> 28_1768669988708 [OK]
[04:47:11] [4] [products] 29 -> 29 [OK]
[04:47:11] [4] [products] 29_1768669988711 -> 29_1768669988711 [OK]
[04:47:11] [4] [products] 2_1768669988674 -> 2_1768669988674 [OK]
[04:47:11] [4] [products] 3 -> 3 [OK]
[04:47:11] [4] [products] 30 -> 30 [OK]
[04:47:11] [4] [products] 30_1768669988716 -> 30_1768669988716 [OK]
[04:47:11] [4] [products] 31 -> 31 [OK]
[04:47:11] [4] [products] 31_1768669988719 -> 31_1768669988719 [OK]
[04:47:11] [4] [products] 32 -> 32 [OK]
[04:47:11] [4] [products] 32_1768669988724 -> 32_1768669988724 [OK]
[04:47:11] [4] [products] 33 -> 33 [OK]
[04:47:11] [4] [products] 33_1768669988727 -> 33_1768669988727 [OK]
[04:47:11] [4] [products] 34 -> 34 [OK]
[04:47:11] [4] [products] 34_1768669988730 -> 34_1768669988730 [OK]
[04:47:11] [4] [products] 35 -> 35 [OK]
[04:47:11] [4] [products] 35_1768669988733 -> 35_1768669988733 [OK]
[04:47:11] [4] [products] 36 -> 36 [OK]
[04:47:11] [4] [products] 36_1768669988736 -> 36_1768669988736 [OK]
[04:47:11] [4] [products] 37 -> 37 [OK]
[04:47:11] [4] [products] 37_1768669988743 -> 37_1768669988743 [OK]
[04:47:11] [4] [products] 38 -> 38 [OK]
[04:47:11] [4] [products] 38_1768669988748 -> 38_1768669988748 [OK]
[04:47:11] [4] [products] 39 -> 39 [OK]
[04:47:11] [4] [products] 39_1768669988751 -> 39_1768669988751 [OK]
[04:47:11] [4] [products] 3_1768669988715 -> 3_1768669988715 [OK]
[04:47:11] [4] [products] 40 -> 40 [OK]
[04:47:11] [4] [products] 40_1768669988754 -> 40_1768669988754 [OK]
[04:47:11] [4] [products] 41 -> 41 [OK]
[04:47:11] [4] [products] 41_1768669988758 -> 41_1768669988758 [OK]
[04:47:11] [4] [products] 42 -> 42 [OK]
[04:47:11] [4] [products] 42_1768669988762 -> 42_1768669988762 [OK]
[04:47:11] [4] [products] 43 -> 43 [OK]
[04:47:11] [4] [products] 43_1768669988766 -> 43_1768669988766 [OK]
[04:47:11] [4] [products] 44 -> 44 [OK]
[04:47:11] [4] [products] 44_1768669988770 -> 44_1768669988770 [OK]
[04:47:11] [4] [products] 45 -> 45 [OK]
[04:47:11] [4] [products] 45_1768669988772 -> 45_1768669988772 [OK]
[04:47:11] [4] [products] 46 -> 46 [OK]
[04:47:11] [4] [products] 46_1768669988776 -> 46_1768669988776 [OK]
[04:47:11] [4] [products] 47 -> 47 [OK]
[04:47:11] [4] [products] 47_1768669988779 -> 47_1768669988779 [OK]
[04:47:11] [4] [products] 48 -> 48 [OK]
[04:47:11] [4] [products] 48_1768669988782 -> 48_1768669988782 [OK]
[04:47:11] [4] [products] 48_1768685374204 -> 48_1768685374204 [OK]
[04:47:11] [4] [products] 49 -> 49 [OK]
[04:47:11] [4] [products] 49_1768669988788 -> 49_1768669988788 [OK]
[04:47:11] [4] [products] 50 -> 50 [OK]
[04:47:11] [4] [products] 50_1768669988792 -> 50_1768669988792 [OK]
[04:47:11] [4] [products] 51 -> 51 [OK]
[04:47:11] [4] [products] 51_1768669988795 -> 51_1768669988795 [OK]
[04:47:11] [4] [products] 52 -> 52 [OK]
[04:47:11] [4] [products] 52_1768669988800 -> 52_1768669988800 [OK]
[04:47:11] [4] [products] 53 -> 53 [OK]
[04:47:11] [4] [products] 53_1768669988803 -> 53_1768669988803 [OK]
[04:47:11] [4] [products] 54 -> 54 [OK]
[04:47:11] [4] [products] 54_1768669988806 -> 54_1768669988806 [OK]
[04:47:11] [4] [products] 55 -> 55 [OK]
[04:47:11] [4] [products] 55_1768669988809 -> 55_1768669988809 [OK]
[04:47:11] [4] [products] 56 -> 56 [OK]
[04:47:11] [4] [products] 56_1768669988813 -> 56_1768669988813 [OK]
[04:47:11] [4] [products] 57 -> 57 [OK]
[04:47:11] [4] [products] 57_1768669988817 -> 57_1768669988817 [OK]
[04:47:11] [4] [products] 58 -> 58 [OK]
[04:47:11] [4] [products] 58_1768669988818 -> 58_1768669988818 [OK]
[04:47:11] [4] [products] 59 -> 59 [OK]
[04:47:12] [4] [products] 59_1768669988822 -> 59_1768669988822 [OK]
[04:47:12] [4] [products] 6 -> 6 [OK]
[04:47:12] [4] [products] 60 -> 60 [OK]
[04:47:12] [4] [products] 60_1768669988830 -> 60_1768669988830 [OK]
[04:47:12] [4] [products] 61 -> 61 [OK]
[04:47:12] [4] [products] 61_1768669988834 -> 61_1768669988834 [OK]
[04:47:12] [4] [products] 62 -> 62 [OK]
[04:47:12] [4] [products] 62_1768669988837 -> 62_1768669988837 [OK]
[04:47:12] [4] [products] 63 -> 63 [OK]
[04:47:12] [4] [products] 63_1768669988841 -> 63_1768669988841 [OK]
[04:47:12] [4] [products] 64 -> 64 [OK]
[04:47:12] [4] [products] 64_1768669988897 -> 64_1768669988897 [OK]
[04:47:12] [4] [products] 65 -> 65 [OK]
[04:47:12] [4] [products] 65_1768669988902 -> 65_1768669988902 [OK]
[04:47:12] [4] [products] 66 -> 66 [OK]
[04:47:12] [4] [products] 66_1768669988905 -> 66_1768669988905 [OK]
[04:47:12] [4] [products] 67 -> 67 [OK]
[04:47:12] [4] [products] 67_1768669988910 -> 67_1768669988910 [OK]
[04:47:12] [4] [products] 68 -> 68 [OK]
[04:47:12] [4] [products] 68_1768669988913 -> 68_1768669988913 [OK]
[04:47:12] [4] [products] 69 -> 69 [OK]
[04:47:12] [4] [products] 69_1768669988924 -> 69_1768669988924 [OK]
[04:47:12] [4] [products] 6_1768669988826 -> 6_1768669988826 [OK]
[04:47:12] [4] [products] 70 -> 70 [OK]
[04:47:12] [4] [products] 70_1768669988932 -> 70_1768669988932 [OK]
[04:47:12] [4] [products] 71 -> 71 [OK]
[04:47:12] [4] [products] 71_1768669988940 -> 71_1768669988940 [OK]
[04:47:12] [4] [products] 73 -> 73 [OK]
[04:47:12] [4] [products] 73_1768669988943 -> 73_1768669988943 [OK]
[04:47:12] [4] [products] 74 -> 74 [OK]
[04:47:12] [4] [products] 74_1768669989024 -> 74_1768669989024 [OK]
[04:47:12] [4] [products] 75 -> 75 [OK]
[04:47:12] [4] [products] 75_1768669989041 -> 75_1768669989041 [OK]
[04:47:12] [4] [products] 76 -> 76 [OK]
[04:47:12] [4] [products] 76_1768669989135 -> 76_1768669989135 [OK]
[04:47:12] [4] [products] 77 -> 77 [OK]
[04:47:12] [4] [products] 77_1768669989143 -> 77_1768669989143 [OK]
[04:47:12] [4] [products] 78 -> 78 [OK]
[04:47:12] [4] [products] 78_1768669989146 -> 78_1768669989146 [OK]
[04:47:12] [4] [products] 79 -> 79 [OK]
[04:47:12] [4] [products] 79_1768669989153 -> 79_1768669989153 [OK]
[04:47:12] [4] [products] 8 -> 8 [OK]
[04:47:12] [4] [products] 80 -> 80 [OK]
[04:47:12] [4] [products] 80_1768669989181 -> 80_1768669989181 [OK]
[04:47:12] [4] [products] 81 -> 81 [OK]
[04:47:12] [4] [products] 81_1768669989185 -> 81_1768669989185 [OK]
[04:47:12] [4] [products] 82 -> 82 [OK]
[04:47:12] [4] [products] 82_1768669989188 -> 82_1768669989188 [OK]
[04:47:12] [4] [products] 83 -> 83 [OK]
[04:47:12] [4] [products] 83_1768669989192 -> 83_1768669989192 [OK]
[04:47:12] [4] [products] 84 -> 84 [OK]
[04:47:12] [4] [products] 84_1768669989210 -> 84_1768669989210 [OK]
[04:47:12] [4] [products] 85 -> 85 [OK]
[04:47:12] [4] [products] 85_1768669989217 -> 85_1768669989217 [OK]
[04:47:12] [4] [products] 86 -> 86 [OK]
[04:47:12] [4] [products] 86_1768669989226 -> 86_1768669989226 [OK]
[04:47:12] [4] [products] 87 -> 87 [OK]
[04:47:12] [4] [products] 87_1768669989228 -> 87_1768669989228 [OK]
[04:47:12] [4] [products] 88 -> 88 [OK]
[04:47:12] [4] [products] 88_1768669989231 -> 88_1768669989231 [OK]
[04:47:12] [4] [products] 89 -> 89 [OK]
[04:47:12] [4] [products] 89_1768669989236 -> 89_1768669989236 [OK]
[04:47:12] [4] [products] 8_1768669989177 -> 8_1768669989177 [OK]
[04:47:12] [4] [products] 9 -> 9 [OK]
[04:47:12] [4] [products] 90 -> 90 [OK]
[04:47:12] [4] [products] 90_1768669989243 -> 90_1768669989243 [OK]
[04:47:12] [4] [products] 91 -> 91 [OK]
[04:47:12] [4] [products] 91_1768669989245 -> 91_1768669989245 [OK]
[04:47:12] [4] [products] 92 -> 92 [OK]
[04:47:12] [4] [products] 92_1768669989248 -> 92_1768669989248 [OK]
[04:47:12] [4] [products] 93 -> 93 [OK]
[04:47:12] [4] [products] 93_1768669989250 -> 93_1768669989250 [OK]
[04:47:12] [4] [products] 94 -> 94 [OK]
[04:47:12] [4] [products] 94_1768669989277 -> 94_1768669989277 [OK]
[04:47:12] [4] [products] 95 -> 95 [OK]
[04:47:12] [4] [products] 95_1768669989281 -> 95_1768669989281 [OK]
[04:47:12] [4] [products] 96 -> 96 [OK]
[04:47:12] [4] [products] 96_1768669989285 -> 96_1768669989285 [OK]
[04:47:12] [4] [products] 97 -> 97 [OK]
[04:47:12] [4] [products] 97_1768669989290 -> 97_1768669989290 [OK]
[04:47:12] [4] [products] 98 -> 98 [OK]
[04:47:12] [4] [products] 98_1768669989297 -> 98_1768669989297 [OK]
[04:47:12] [4] [products] 99 -> 99 [OK]
[04:47:12] [4] [products] 99_1768669989356 -> 99_1768669989356 [OK]
[04:47:12] [4] [products] 9_1768669989239 -> 9_1768669989239 [OK]
[04:47:13] [4] [profile] 1 -> 1 [OK]
[04:47:13] [4] [profile] 1_1768669989360 -> 1_1768669989360 [OK]
[04:47:13] [4] [profile] 3c5f02a6_75b2d7c2.png -> 3c5f02a6_75b2d7c2.png [OK]
[04:47:13] [4] [profile] 3c5f02a6_75b2d7c2.png_1768669989365 -> 3c5f02a6_75b2d7c2.png_1768669989365 [OK]
[04:47:13] [4] [profile] Apigee-512-color.png -> Apigee-512-color.png [OK]
[04:47:13] [4] [profile] Apigee-512-color.png_1768669989368 -> Apigee-512-color.png_1768669989368 [OK]
[04:47:13] [4] [users] 1 -> 1 [OK]
[04:47:13] [4] [users] 18 -> 18 [OK]
[04:47:13] [4] [users] 18_1768669989374 -> 18_1768669989374 [OK]
[04:47:13] [4] [users] 1_1768669989371 -> 1_1768669989371 [OK]
[04:47:13] [4] [users] 2 -> 2 [OK]
[04:47:13] [4] [users] 2_1768669989584 -> 2_1768669989584 [OK]
[04:47:13] [4] [users] 36 -> 36 [OK]
[04:47:13] [4] [users] 36_1768669989808 -> 36_1768669989808 [OK]
[04:47:13] [4] [users] 6 -> 6 [OK]
[04:47:13] [4] [users] 6_1768669989812 -> 6_1768669989812 [OK]
=========================================
MIGRATION SUMMARY
Total Tenants Processed: 124
Total Files Moved: 345
Errors: 0
=========================================
